,sentence,sentiment_polarity,sentiment_subjectivity
1265,//t.co/BEfJlHIFEG',-0.1,0.08333333333333334
1266,I was in California before Corona hit and it messed my plan up,0.0,0.0
1267,//t.co/NLcp8EIOpR',0.0,0.0
1268,//t.co/8Y8JoUm72r',0.22727272727272727,0.5454545454545454
1269, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
1270, Canadians are done with this social experiment.',0.03333333333333333,0.06666666666666667
1271, Para saber o que realmente est\xc3\xa1 acontecendo na Argentina,0.0,0.0
1272,//t.co/INPHTRlEbz',0.0,0.0
1273, This is the guy managing the White House Coronavirus task force.  \n\nI feel like this is a sign from God. Vote for Biden ht\xe2\x80\xa6',0.0,0.0
1274,once again,0.0,0.0
1275,//t.co/vFxNQB5naK',0.0,0.0
1276, Dallas County Reports 778 New Positive 2019 Novel Coronavirus (COVID-19) Cases,0.16666666666666666,0.48484848484848486
1277, COVID-19 can affect the lungs,0.0,0.0
1278, If 95% of Americans wore masks in public,0.0,0.06666666666666667
1279,"b""Cancer isn't contagious to health workers.""",0.0,0.0
1280, ICYMI - Italian restaurant owners who said \xe2\x80\x98we ain\xe2\x80\x99t paying crap\xe2\x80\x99 after $10,0.0,0.0
1281, Antivacc ni kalau dunia dah jumpa vaccine untuk covid-19 nanti agak agak deme ambik ke atau still pakai essential oil dengan\xe2\x80\xa6',0.0,0.3
1282, Pandemic has gotten so bad,-0.6999999999999998,0.6666666666666666
1283, 1 STAF OPERASI MRT POSITIF COVID-19\n\n25 Oktober \xe2\x80\x93 Seorang staf operasi MRT Laluan Kajang telah disahkan positif COVID-19 &amp;\xe2\x80\xa6',0.0,0.0
1284, \xe2\x80\x9cToday,0.0,0.0
1285,//t.co/sO32vuHK8z',0.0,0.0
1286, We are seeing an alarming rise in COVID-19 cases in Michigan right now. It is vital that we wear masks,0.09523809523809523,0.5119047619047619
1287," @realDonaldTrump Speaking of ""dishonest"" ... we\'re ""rounding the curve?""\n\nWTH?  \n\nHow do people not see that what you\'re sa\xe2\x80\xa6'",-0.3,0.5
1288, Does the WH have *another* outbreak?',0.0,0.0
1289, Covid-19 Palliatives discovered in Bukuru,0.0,0.0
1290,//t.co/9K97lT8CNo',0.0,0.0
1291,Semua salah orang. Itulah perangai  manusia yg kalah. Pakar   motivasi yg selalu dok cakapnya bukan Tok Wan.',-0.2,0.15000000000000002
1292, \xe2\x80\x9cToday,0.0,0.0
1293, ANTHONY BERDEN,0.0,0.0
1294, Nigerian protesters forced their way inside a hidden warehouse full of COVID-19 food aid that was originally for them but\xe2\x80\xa6',0.06458333333333333,0.45833333333333337
1295, 1.  Donald Trump,0.0,0.0
1296, If the government\xe2\x80\x99s solution to your problem is giving themselves more power - they are *using* your problem,0.5,0.5
1297,//t.co/ag7QXKkdhh',0.0,0.0
1298,7 \xe2\x80\x9cthe fear of the Lord is the beginning of knowledge; fools despise wisdom and instruction.\xe2\x80\x9d',0.35,0.65
1299, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
1300, This is beautiful,0.85,1.0
1301,@realDonaldTrump \xe2\x80\x9cThank you Wisconsin,0.0,0.0
1302, tw // death ,0.0,0.0
1303, Los estados donde se registraron brotes de la pandemia de COVID-19 fueron Hidalgo con 624,0.0,0.0
1304, Breaking.  The total number of patients hospitalized for COVID-19 has been underreported since Oct. 17.  @narativ_live. \n ht\xe2\x80\xa6',0.0,0.75
1305,//t.co/pEkb0Kxfct',0.0,0.0625
1306,//t.co/N91vmJfyRs',0.22727272727272727,0.5454545454545454
1307, Yeye dey smell \n\n\xf0\x9f\x98\xa1\n\n#COVIDIOTS \n#covid19palliatives',0.0,0.0
1308,//t.co/kJkA8721eo',0.0,0.0
1309, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
1310,//t.co/xaNBQJmOUd',0.0,0.0
1311,//t.co/L5tGxnOBal',0.0,0.0
1312,"b""@kathygriffin @SWWCreative Is Melania's Covid-19 Virus cough worse. Is she that sick? #TrumpPlague #TrumpVirus""",-0.5571428571428572,0.7285714285714285
1313, Jokowi Yakin Ekonomi RI Segera Pulih,0.0,0.0
1314, This is the guy managing the White House Coronavirus task force.  \n\nI feel like this is a sign from God. Vote for Biden',0.0,0.0
1315,//t.co/9zLwnJ6XXG',0.0,0.0
1316, The number of Covid cases,0.0,0.0
1317, Today's COVID-19 update is,0.0,0.0
1318, As the tools,0.0,0.0
1319, Momento en que la noche del martes,0.0,0.0
1320, Ocupado,0.0,0.0
1321, Does the WH have *another* outbreak?',0.0,0.0
1322,Sighs ...',0.0,0.0
1323, Bloomberg reports multiple people close to VP Pence,0.0,0.0
1324, This is beautiful,0.85,1.0
1325, \xe2\x80\x9cToday,0.0,0.0
1326, Does the WH have *another* outbreak?',0.0,0.0
1327, Riots ceased because it was hurting the Democrats election chances and Covid-19 on the front page because it helps the Demo\xe2\x80\xa6',0.0,0.0
1328, \xe2\x80\x9cToday,0.0,0.0
1329, The patient who died was in the control group that did not receive the vaccine--what a recklessly irresponsible headline\xe2\x80\xa6',0.0,0.0
1330, El senado ya es un foco de contagio de #COVID19. Hoy Joel Molina ha fallecido. Recordamos la irresponsabilidad del sena\xe2\x80\xa6',0.0,0.0
1331, In whose interest is this \xe2\x80\x98#TheGreatReset\xe2\x80\x99 being carried out? Those who have built their careers upon the theory and pr\xe2\x80\xa6',0.0,0.0
1332, Dalam rangka Hari Dokter Nasional kali ini,0.0,0.0
1333, Seguramente has visto que algunos pacientes hospitalizados por COVID-19 son puestos boca abajo. \n\nSi te preguntas por qu\xc3\xa9,0.0,0.0
1334, Rose Garden,0.6,0.95
1335, If 95% of Americans wore masks in public,0.0,0.06666666666666667
1336, \xe2\x80\x9cAs White House task force warns FL of possible COVID-19 uptick,0.0,0.5
1337, No dejemos de lado las normas de seguridad e higiene para seguir combatiendo juntos el Covid19\n\xe2\x9c\x85\xf0\x9f\x98\xb7Usa correctamente el tapa\xe2\x80\xa6',0.0,0.0
1338,White House - the superspreader unit\n#TrumpVirus',0.0,0.0
1339, This week on Business as 'Un'usual,-0.25,0.25
1340, @bawaslu_RI  Kabupaten Banyuwangi menggelar rapid tes massal utk seluruh jajarannya,0.0,0.0
1341, @FergusHancock @simonahac @RichForrest2 @SolWpolski This and response to Covid-19 really shows why we should decrease feder\xe2\x80\xa6',0.2,0.2
1342, I spent the day reviewing data with &amp; from the White House team in the spread of COVID-19.\n\nThe late\xe2\x80\xa6',-0.05,0.05
1343, \xc2\xbfAs\xc3\xad o m\xc3\xa1s irresponsables?\xf0\x9f\x91\x87',0.0,0.0
1344, A ranking of countries by their total #COVID19 case count &amp; death toll would place',0.0,0.75
1345,//t.co/8IYktNTFUr',-0.6999999999999998,0.6666666666666666
1346, Columbia University study shows that Trump could have avoided over 130,0.0,0.0
1347, @TaschnerNatalia @MrMMarsh @EdzardErnst @GaetanBurgio @gorskon @ksenapathy @JeanPaul75 @iqciencia @carlosom71 @binerighetti\xe2\x80\xa6',0.0,0.0
1348, so much of the scarcity that we know is artificially organized. there has always been enough for all of us. scarcity is\xe2\x80\xa6',-0.13333333333333333,0.5666666666666667
1349, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
1350, If you had corona or have been near someone who has it. DO NOT HIDE IT. Its a Pandemic,0.1,0.4
1351, #AWANIringkas 25 Oktober 2020 | 6.00 pagi\n\n\xf0\x9f\x93\x8c Sekolah di zon merah di Seremban,0.0,0.0
1352, Does the WH have *another* outbreak?',0.0,0.0
1353,//t.co/ZyO1KXKlT1',0.0,0.0
1354,//t.co/9OS0GsYw7,0.0,0.0
1355, COVID-19 underreporting could be related to a new tracking system. Dr Birx pulled the plug on the CDC\xe2\x80\x99s hospital data collec\xe2\x80\xa6',0.06818181818181818,0.42727272727272725
1356,Share it far and wide',0.0,0.7
1357, Wear. A. Mask. This really shouldn\xe2\x80\x99t be that hard or controversial.',0.1527777777777778,0.5638888888888889
1358," \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 FLASH - La #France ""n\'a pas connu pareille pr\xc3\xa9carit\xc3\xa9 depuis la seconde #guerre mondiale""",0.0,0.0
1359,@sahilmulachela @sahilmulachela Ya,0.0,0.0
1360, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
1361, 2 semanas sem aula por causa do corona // o resto do ano todo cancelado tamb\xc3\xa9m',0.0,0.0
1362, Ohhh Noooooooo \nLol\n\nHe lives.',0.0,0.0
1363, Ohhh Noooooooo \nLol\n\nHe lives.',0.0,0.0
1364, \xe2\x9a\xa0\xef\xb8\x8fWOW! Epic move\xe2\x80\x94Germany is investing $488 million (\xe2\x82\xac500m) in improving ventilation systems in schools &amp; public buildings t\xe2\x80\xa6',0.05,0.23333333333333334
1365, We are seeing an alarming rise in COVID-19 cases in Michigan right now. It is vital that we wear masks,0.09523809523809523,0.5119047619047619
1366, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
1367, Berita bahagia datang dari Changmin TVXQ yang pada hari ini tepatnya 25 Oktober,0.0,0.0
1368, Buat pertama kalinya case covid 1K+ for Malaysia. Seriously,-0.3333333333333333,0.6666666666666666
1369,/\xe2\x80\xa6',0.0,0.0
1370,i heard corona hitting hard i need a gucci mask',-0.2916666666666667,0.5416666666666666
1371,//t.co/9OS0GsYw7,0.0,0.0
1372, Selena recently revealed in a Zoom with fans that a \xe2\x80\x98Rare\xe2\x80\x99 Tour was in the works but was cancelled due to COVID-19.',-0.0625,0.3125
1373,//t.co/ogGn4poRwa',0.0,0.0
1374, I spent the day reviewing data with &amp; from the White House team in the spread of COVID-19.\n\nThe late\xe2\x80\xa6',-0.05,0.05
1375,//t.co/hcCjDyxAC1',0.0,0.0
1376, \xe2\x80\x9cToday,0.0,0.0
1377, @hannahyeoh @AnwarFadzil Annuar Musa @AnnuarMusa you need brain to think of the laws to fight Covid-19. \nYou want to SUSP\xe2\x80\xa6',0.0,0.0
1378,//t.co/vL1ydiqOM7',0.0,0.0
1379, \xe2\x80\x9cArgentina vive combina\xc3\xa7\xc3\xa3o fatal de socialismo e coronav\xc3\xadrus\xe2\x80\x9d,0.0,0.0
1380,//t\xe2\x80\xa6',0.0,0.0
1381,//t.co/3ptvI2f23H',0.0,0.0
1382,@BiekeMachiels Dat laatste ideaal om corona-isolement te overleven h\xc3\xa9.\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a',0.0,0.0
1383, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
1384, We\xe2\x80\x99ve known this for almost a year.',0.0,0.0
1385, \xe0\xb9\x80\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x8d\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9b\xe0\xb8\xb8\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb8\x9e\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94 \n\xe0\xb8\x9d\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\xa8\xe0\xb8\xaa\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\n\xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x83\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xe0\xb9\x80\xe0\xb8\x81\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87\xe0\xb8\x87',0.0,0.0
1386,@Keishakiii Ada kloternya mungkin.. hahaha biar gk rame2 kan masih corona.. hahaha',0.2,0.4
1387,Absolutely should be done!!',0.3125,0.9
1388,Repunta la pandemia en M\xc3\xa9xico. Este s\xc3\xa1bado 24 de octubre,0.0,0.0
1389,//t.co/aUvAzJ8vNO',0.0,0.0
1390," [KMEDIA]\n\nBTS Jimin's comforting message about Covid-19 &amp; children has received keen attention from the World Health Organiza\xe2\x80\xa6""",-0.75,1.0
1391, If this pops on your timeline,0.0,0.0
1392, @DC_Gurugram @mlkhattar @cmohry @PMOIndia @aajtak @ZeeNews @ndtv @timesofindia @republic @gurgaonpolice A resident in our s\xe2\x80\xa6',0.0,0.0
1393,//t.co/RankbvDrTF',0.0,0.0
1394,//t.co/9OS0GsYw7,0.0,0.0
1395, Breaking.  The total number of patients hospitalized for COVID-19 has been underreported since Oct. 17.  @narativ_live. \n ht\xe2\x80\xa6',0.0,0.75
1396," ""Sebagai langkah menangani penularan pandemik COVID-19 oleh PATI",0.0,0.0
1397, \xe2\x80\x9cToday,0.0,0.0
1398,Salaverga men \xf0\x9f\x98\xb3',0.0,0.0
1399, \xe2\x80\x9cToday,0.0,0.0
1400,//t.co/WBpeil4Isz',0.3,0.2
1401, #PaslonKampanyeProkes Dinilai jadi harapan penyelesaian pandemi di daerah,0.0,0.0
1402, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
1403,//t.co/9OS0GsYw7,0.0,0.0
1404,//t.co/PvJn15iL3I',0.0,0.03333333333333333
1405,//t.co/Bl3xqT72BX',0.0,0.0
1406, Day 1,0.0,0.0
1407,Is that magic door opening? Abra cadabra! HELLO MR KENNEDY',0.625,1.0
1408, Does the WH have *another* outbreak?',0.0,0.0
1409, 1 STAF OPERASI MRT POSITIF COVID-19\n\n25 Oktober \xe2\x80\x93 Seorang staf operasi MRT Laluan Kajang telah disahkan positif COVID-19 &amp;\xe2\x80\xa6',0.0,0.0
1410, 1.  Donald Trump,0.0,0.0
1411,//t.co/0W2rC0FRR6',0.13854166666666667,0.571875
1412, Covid 19 testim pozitif \xc3\xa7\xc4\xb1kt\xc4\xb1,0.0,0.0
1413, According to @hra_news,0.0,0.0
1414, Les dejo mi colaboraci\xc3\xb3n de esta semana en el @heraldodemexico',0.0,0.0
1415,@thehill He\xe2\x80\x99s talking about COVID-19.',0.0,0.0
1416, Gracias al 7 + 7 ya los cuidados del pueblo hemos podido aplanar la curva del #Covid\xe2\x80\xa6',0.0,0.0
1417, Gracias al 7 + 7 ya los cuidados del pueblo hemos podido aplanar la curva del #Covid\xe2\x80\xa6',0.0,0.0
1418,//t.co/XyrQUNyEaT',0.35,0.5444444444444444
1419, \xe2\x80\x9cToday,0.0,0.0
1420, A Lagos lawmaker said openly that the Covid19 Palliatives in his house was planned for sharing on his coming birthday p\xe2\x80\xa6',0.0,0.5
1421, #Dpcm \n#conferenzaconte \n#lockdown',0.0,0.0
1422,@realDonaldTrump PLEASE call attention to this!!!  I am beyond disgust by the amount of attention @GovEvers,0.0,0.0
1423," ""Through comparative analysis and applying proportional mortality rates",0.0,0.0
1424, tw // death ,0.0,0.0
1425, \xe2\x80\x9cToday,0.0,0.0
1426,shittttt',0.0,0.0
1427, The Foreign Secretary appreciated the assistance provided by Caritas in the #COVID19 context and mentioned the valuable c\xe2\x80\xa6',0.037500000000000006,0.1125
1428, Sigan idoltrando a @HLGatell',0.0,0.0
1429, @colvinj \xe2\x80\x9cMany of our ICUs are strained,0.0,0.0
1430, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
1431, Now that the 3rd wave is upon us,-0.16666666666666666,0.3333333333333333
1432, Since Sept 28,0.0,0.0
1433, Why do we need a flag-off ceremony to share COVID-19 palliatives? People are hungry and all you care about is an official\xe2\x80\xa6',0.0,0.0
1434, Bloomberg reports multiple people close to VP Pence,0.0,0.0
1435, 2. The under-reporting of COVID-19 cases and deaths follow a decision by Dr. Deborah Birx to privatize COVID-19 data collect\xe2\x80\xa6',0.0,0.0
1436, Exactly! RaTG13 \xf0\x9f\xa6\x87 coronavirus is totally FABRICATED by Prof. Zheng-Li Shi and others,0.15625,0.5
1437, Momento en que la noche del martes,0.0,0.0
1438,//t.co/wzjeMCgad9',0.0,0.0
1439, This is beautiful,0.85,1.0
1440,"//t.co/Zet2bDcOSs""",0.03409090909090909,0.3068181818181818
1441, CATHERINE RODRIGUEZ,0.0,0.0
1442, People cannot be surprised when the same \xe2\x80\x9cauthoritarian elitists\xe2\x80\x9d who impose #lockdowns in order to reach \xe2\x80\x98COVID normal\xe2\x80\xa6',0.05,0.5125
1443,//t.co/tVHfeeGgAR',0.0,0.0
1444, I want y\xe2\x80\x99all to know that the same thing happened in Puerto Rico. Warehouses full of food,0.175,0.3375
1445, Does the WH have *another* outbreak?',0.0,0.0
1446," Don't write off too quickly that old data. There are many use cases where \xe2\x80\x9cobsolete\xe2\x80\x9d historical data can be instrumental in h\xe2\x80\xa6""",0.23333333333333334,0.3
1447, Some people just don\xe2\x80\x99t like peace. This is how someone will accidentally dig up an untreated strain of Corona in 2040',0.0,0.0
1448, \xf0\x9f\x93\x9dBalance diario del Covid-19 \nen Venezuela\xf0\x9f\x9a\xa8\n\n                     \xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\n\n#ULTIMAHORA #URGENTE \n#Flexibilizacion #24Octub\xe2\x80\xa6',0.0,0.0
1449, New White House outbreak.',0.06818181818181818,0.22727272727272727
1450,\xeb\xa7\x88\xec\x9d\xb4\xed\x81\xac \xed\x8e\x9c\xec\x8a\xa4\xec\x9d\x98 \xeb\xb9\x84\xec\x84\x9c\xec\x8b\xa4\xec\x9e\xa5\xec\x9d\xb4 \xec\xbd\x94\xeb\xa1\x9c\xeb\x82\x98 \xed\x99\x95\xec\xa7\x84....',0.0,0.0
1451,@LALATE #PURPLEPOWER #GRANTS\nCity of Salem ,0.0,0.0
1452, Est\xc3\xa1is... est\xc3\xa1is... EST\xc3\x81IS\n\nYo no,0.0,0.0
1453, tw // death ,0.0,0.0
1454, On Thursday,0.0,0.0
1455,//t.co/E4XKoBOSHP',0.5,0.5
1456, I spent the day reviewing data with &amp; from the White House team in the spread of COVID-19.\n\nThe late\xe2\x80\xa6',-0.05,0.05
1457, BREAKING\xe2\x80\x94US smashes the old daily record with a new record of 77,0.07878787878787878,0.21818181818181817
1458, 1,0.0,0.0
1459,//t.co/EoXLKXFsKd',0.0,0.0
1460, Does the WH have *another* outbreak?',0.0,0.0
1461, THREAD. THIS IS BAD. It looks like Trump and Thiel could be directly responsible for false health data - starting in Misso\xe2\x80\xa6',-0.22499999999999998,0.47916666666666674
1462," Today is my Momma's birthday! Will you help me wish her a happy birthday?""",0.8,1.0
1463,"b""Looks like Pence's turn is coming""",0.0,0.0
1464, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
1465,//t.co/1yESEI5bhA',0.0,0.0
1466, United States #COVID19 cases have leapt to 85,0.0,0.0
1467, \xf0\x9f\x91\x87\xf0\x9f\x8f\xbcNAILED IT\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\n\n#coronavirus #COVID19 #COVIDIOT',0.0,0.0
1468, @realDonaldTrump @JesseBWatters Another 1,0.0,0.0
1469,//t.co/E9bGdnXLfT',0.10000000000000002,0.3833333333333333
1470, Ya Allah angkatlah covid 19 ini dari negara kami dan dari seluruh dunia. Pasti ada rahmat disebalik semua ujianMu ya Alla\xe2\x80\xa6',0.0,0.0
1471, El plantel ya se realiz\xc3\xb3 las pruebas r\xc3\xa1pidas Covid-19 de la @LigaProEC  \xf0\x9f\xa9\xb8\n\nEsta tarde anunciaremos la n\xc3\xb3mina de convocados\xe2\x80\xa6',0.0,0.0
1472, \xe2\x80\x9cToday,0.0,0.0
1473, efficace,0.0,0.0
1474, Does the WH have *another* outbreak?',0.0,0.0
1475,\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5Please Read!\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5',0.0,0.0
1476,He is a sick heartless man. How dare he say these things! #WakeUpAmerica #DumpTrump2020 #COVID19',-0.8928571428571429,0.8571428571428571
1477, I am sad and sorry to say these very sad numbers day in and day out.  79,-0.5499999999999999,1.0
1478, Exactly! RaTG13 \xf0\x9f\xa6\x87 coronavirus is totally FABRICATED by Prof. Zheng-Li Shi and others,0.15625,0.5
1479,Marc Short traveled with Vice President Pence yesterday,0.0,0.3
1480,Cierto...',0.0,0.0
1481,@ltgrusselhonore @MSNBC @joshuajohnson General,0.05000000000000002,0.5
1482, did the virus personally tell you this',0.0,0.3
1483, 6. In summary,0.0,0.0
1484, [BARU TERIMA] Seorang staf operasi Mass Rapit Transit (MRT) Laluan Kajang  disahkan positif COVID-19 dan kini dikuarantin\xe2\x80\xa6',-0.75,1.0
1485,Wow #MarkShort has #COVID19\xe2\x9d\x97\xef\xb8\x8f\xf0\x9f\x98\xb3',0.1,1.0
1486, Naci\xc3\xb3n 63,0.0,0.0
1487,"b""@flyspicejet As per point (v) in 'Vide MHA O.M. No.25022/24/2020-F.V/F.I  dated 21.10.2020'",0.0,0.0
1488, rz\xc4\x85d podczas epidemii powinien walczy\xc4\x87 z COVID19,0.0,0.0
1489, #Victoria #Australia - The Andrews govt's $30 million hotel #quarantine contract,0.0,0.0
1490, Mitch McConnell has the Senate working through the weekend right now\xe2\x80\x94not to provide COVID-19 relief to people who need\xe2\x80\xa6',0.2857142857142857,0.5357142857142857
1491, \xe2\x80\x9cToday,0.0,0.0
1492,//t.co/hDo7m3ChXG',0.7,0.8
1493,"//t.co/mFsDImQdJY""",0.0,0.0
1494,HIGHEST SPIKE 83K DEATHS 943\nCOVID19\nTRUMPS\nA GIANT SUPER SPREADER COVID19\nMAYBE????\nORDERED BY PUTIN',0.16666666666666666,0.8333333333333333
1495,//t.co/8IYktNTFUr',-0.6999999999999998,0.6666666666666666
1496, More and more people are contracting COVID-19 but fewer and fewer are dying.',0.5,0.5
1497, Dear All,0.0,0.0
1498,#marchadelchillon',0.0,0.0
1499, Utilizar mascarilla en el espacio p\xc3\xbablico ha demostrado ser una de las medidas m\xc3\xa1s eficientes para salvar vidas,0.0,0.0
1500, New White House outbreak.',0.06818181818181818,0.22727272727272727
1501, \xc2\xbfSe acuerdan cuando Tabar\xc3\xa9 V\xc3\xa1zquez nos dej\xc3\xb3 100 kits de diagn\xc3\xb3stico de COVID - 19 para 3.400.000 habitantes? Ayer y ho\xe2\x80\xa6',0.0,0.0
1502,00\xe3\x80\x9c\xe9\x96\x8b\xe5\x82\xac\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\n\n\xe9\x81\x85\xe5\x88\xbb\xe3\x83\xbb\xe6\xac\xa0\xe5\xb8\xad\xe3\x81\xae\xe5\xa0\xb4\xe5\x90\x88\xe3\x81\xaf\xe5\xbf\x85\xe3\x81\x9a\xe4\xb8\xbb\xe5\x82\xac\xe3\x81\xb8\xe9\x80\xa3\xe7\xb5\xa1\xe3\x82\x92\xe3\x81\x8a\xe9\xa1\x98\xe3\x81\x84\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\n\n#\xe5\xbf\x8d\xe5\xb0\xbe\xe5\xb0\x86\xe6\xa3\x8,0.0,0.0
1503, Sigan idoltrando a @HLGatell',0.0,0.0
1504, people were actually starving and the government just... withheld all this food from them? i really hope they take every las\xe2\x80\xa6',0.1,0.15000000000000002
1505,//t.co/6SkpikwhAX',0.0,0.0
1506, Exactly! RaTG13 \xf0\x9f\xa6\x87 coronavirus is totally FABRICATED by Prof. Zheng-Li Shi and others,0.15625,0.5
1507,//t.co/CM7pTS49Ki',0.0,0.0
1508, Wear. A. Mask. This really shouldn\xe2\x80\x99t be that hard or controversial.',0.1527777777777778,0.5638888888888889
1509, Does the WH have *another* outbreak?',0.0,0.0
1510, Does the WH have *another* outbreak?',0.0,0.0
1511, La vanidad el af\xc3\xa1n de ser admirado por lo que aparentas.\n\nSi sigues juzgando a las personas por su vestido,0.0,0.0
1512, See him face \xf0\x9f\x98\x8f',0.0,0.0
1513,"//t.co/FrSmdrs4Xj""",0.5,0.525
